Bihar,Bombing/Explosion
JammuandKashmir,Bombing/Explosion
Punjab,Assassination
Punjab,Assassination
Punjab,ArmedAssault
Punjab,HostageTaking(Kidnapping)
Assam,ArmedAssault
Assam,Bombing/Explosion
Punjab,Assassination
JammuandKashmir,ArmedAssault
Orissa,Assassination
Assam,Bombing/Explosion
Punjab,Assassination
Punjab,Assassination
Karnataka,Assassination
Punjab,ArmedAssault
Unknown,ArmedAssault
JammuandKashmir,Bombing/Explosion
WestBengal,ArmedAssault
Unknown,Assassination
Unknown,Assassination
JammuandKashmir,ArmedAssault
Rajasthan,Assassination
Kerala,Assassination
MadhyaPradesh,Assassination
Punjab,ArmedAssault
Punjab,ArmedAssault
Orissa,ArmedAssault
Punjab,Assassination
Unknown,ArmedAssault
UttarPradesh,Assassination
Punjab,Assassination
Punjab,Assassination
Punjab,ArmedAssault
Unknown,ArmedAssault
Unknown,Assassination
Punjab,Assassination
Punjab,ArmedAssault
Punjab,ArmedAssault
Punjab,Assassination
Punjab,Assassination
Unknown,ArmedAssault
Punjab,ArmedAssault
Punjab,Hijacking
Unknown,Bombing/Explosion
Delhi,Bombing/Explosion
Punjab,Bombing/Explosion
Punjab,Bombing/Explosion
Punjab,ArmedAssault
Assam,Bombing/Explosion
Punjab,Assassination
Punjab,Assassination
Punjab,Assassination
Unknown,ArmedAssault
Punjab,ArmedAssault
Assam,Bombing/Explosion
JammuandKashmir,Assassination
Assam,Bombing/Explosion
Punjab,Bombing/Explosion
Punjab,Bombing/Explosion
Bihar,ArmedAssault
Chhattisgarh,Assassination
